Rooms,Brand,Extended Stay,Parent Company,Property Name,Market Name,Submarket Name,Hotel Class,Scale,Operation Type,Constr Status,Operational Status,Expansion Rooms,Expansion Status Month,Expansion Status Year,Expansion Status,Property Address,City,State,Zip,Year Built,Year Renovated,Hotel Open Date,Data Participation,Mtg Rooms,Total Mtg Space,Max Contig Mtg Space,Hotel Location Type,Secondary Type,All-Inclusive,All-Suites,Primary Corridors,Number Of Stories,Number Of Parking Spaces,Parking Spaces/Room,FEMA Map Date,FEMA Map Identifier,FIRM ID,FIRM Panel Number,In SFHA,Floodplain Area,Segment,Lat,Long
81,,,,Berlin Encore Hotel & Suites,Ohio Area,Ohio North Area,Midscale,Independent,Independent,Existing,Open,,,,,4365 State Route 39,Berlin,OH,44610,2018,,05/01/2018,,1,16000,16000,Small Metro/Town,Hotel,No,No,Interior,7,236,2.913580247,12/02/2008,39075C0225D,39075C,0225D,No,100-year and 500-year Floodplain,Midscale,40.549021,-81.778544
24,,,,Guggisberg Swiss Inn,Ohio Area,Ohio North Area,Midscale,Independent,Independent,Existing,Open,,,,,5025 State Route 557,Millersburg,OH,44654-9440,1993,,06/01/1993,,,,,Small Metro/Town,Hotel,No,No,Exterior,2,,,12/02/2008,39075C0225D,39075C,0225D,No,100-year and 500-year Floodplain,Midscale,40.554507,-81.91792
58,Baymont,0,Wyndham Hotels & Resorts,Baymont by Wyndham Logan,Columbus,Columbus Rural Areas,Midscale,Midscale,Franchise,Existing,Open,,,,,12819 State Route 664 S,Logan,OH,43138,1993,,04/01/1993,Monthly,1,250,250,Small Metro/Town,Hotel,No,No,Interior,2,,,01/06/2012,39045C0425G,39073C,0425G,No,100-year and 500-year Floodplain,Midscale,39.539871,-82.408489
34,Quality Inn,0,"Choice Hotels International, Inc.",Quality Inn Seaman,Ohio Area,Ohio South Area,Midscale,Midscale,Franchise,Existing,Open,,,,,55 Stern Dr,Seaman,OH,45679,1996,,05/01/1996,Monthly,1,360,360,Small Metro/Town,Hotel,No,No,Interior,2,41,1.205882353,12/03/2010,39001C0150D,39001C,0150D,No,100-year and 500-year Floodplain,Midscale,38.930196,-83.565346
74,Wingate by Wyndham,0,Wyndham Hotels & Resorts,Wingate by Wyndham Steubenville,Ohio Area,Ohio North Area,Midscale,Midscale,Franchise,Existing,Open,,,,,820 University Blvd,Steubenville,OH,43952,2002,2006,06/01/2002,Monthly,1,576,576,Small Metro/Town,Hotel,No,No,Interior,3,75,1.013513514,04/19/2010,54009C0076D,39081C,0076D,No,100-year and 500-year Floodplain,Midscale,40.372467,-80.616293
6,,,,The Blackfork Marken Inn,Ohio Area,Ohio North Area,Midscale,Independent,Independent,Existing,Open,,,,,303 N Water St,Loudonville,OH,44842-1273,1865,,,,,,,Small Metro/Town,Bed and Breakfast,No,No,Interior,3,,,08/18/2009,39005C0363E,39005C,0363E,No,100-year and 500-year Floodplain,Midscale,40.638317,-82.235055
20,,,,University Inn,Ohio Area,Akron,Midscale,Independent,Independent,Existing,Open,,,,,540 S Water St,Kent,OH,44240,1966,,06/01/1983,,,,,Small Metro/Town,Hotel,No,Yes,Exterior,7,,,03/07/2017,39133C0138E,39133C,0138E,No,100-year and 500-year Floodplain,Midscale,41.149021,-81.358367
80,Comfort Inn,0,"Choice Hotels International, Inc.",Comfort Inn Blue Ash North,"Cincinnati, OH",Sharonville/Blue Ash,Upper Midscale,Upper Midscale,Franchise,Existing,Open,,,,,4640 Creek Rd,Blue Ash,OH,45242,1998,2004,07/01/1998,Monthly,,,,Suburban,Hotel,No,No,Interior,3,77,0.9625,02/17/2010,39061C0094E,39061C,0094E,No,100-year and 500-year Floodplain,Upper Midscale,39.260409,-84.379401
74,Hampton by Hilton,0,Hilton Worldwide,Hampton Inn Massillon,Ohio Area,Ohio North Area,Upper Midscale,Upper Midscale,Franchise,Existing,Open,,,,,44 1st St SW,Massillon,OH,44647,2000,2012,07/01/2000,Monthly & Daily,0,0,0,Suburban,Hotel,No,No,Interior,8,249,3.364864865,09/14/2018,39151C0192F,39151C,0192F,No,100-year and 500-year Floodplain,Upper Midscale,40.795496,-81.523554
62,Country Inn & Suites by Choice,0,"Choice Hotels International, Inc.",Country Inn & Suites Springfield,"Dayton/Springfield, OH",Springfield and Surrounding,Upper Midscale,Upper Midscale,Franchise,Existing,Open,,,,,1751 W 1st St,Springfield,OH,45504,1999,,05/01/2000,Monthly,,,,Suburban,Hotel,No,No,Interior,3,60,0.967741935,02/17/2010,39023C0179E,39023C,0179E,No,100-year and 500-year Floodplain,Upper Midscale,39.93991,-83.8384
60,Fairfield Inn,0,Marriott International,Fairfield Inn & Suites Springfield,"Dayton/Springfield, OH",Springfield and Surrounding,Upper Midscale,Upper Midscale,Franchise,Existing,Open,,,,,1870 W 1st St,Springfield,OH,45504,1994,,10/01/1994,Monthly,,,,Suburban,Hotel,No,No,Interior,3,50,0.833333333,02/17/2010,39023C0179E,39023C,0179E,No,100-year and 500-year Floodplain,Upper Midscale,39.941771,-83.838796
82,Comfort Inn,0,"Choice Hotels International, Inc.",Comfort Inn & Suites Wadsworth,"Cleveland, OH",Cleveland Surrounding Areas,Upper Midscale,Upper Midscale,Franchise,Existing,Open,,,,,5 Park Center Dr,Wadsworth,OH,44281,1989,2014,05/01/1989,Monthly,3,4500,2016,Interstate,Hotel,No,No,Interior,5,131,1.597560976,04/19/2016,39153C0165F,39103C,0165F,No,100-year and 500-year Floodplain,Upper Midscale,41.02561,-81.729852
5,,,,The Sturgis House,Ohio Area,Youngstown/Warren,Upper Midscale,Independent,Independent,Existing,Open,,,,,122 W 5th St,East Liverpool,OH,43920,1880,,,,,,,Small Metro/Town,Bed and Breakfast,No,No,Interior,3,,,08/17/2015,42007C0225D,39029C,0225D,No,100-year and 500-year Floodplain,Upper Midscale,40.619584,-80.580961
194,Hampton by Hilton,0,Hilton Worldwide,Hampton Inn Cleveland-Downtown,"Cleveland, OH",Cleveland CBD/Independence,Upper Midscale,Upper Midscale,Franchise,Existing,Open,,,,,1460 E 9th St,Cleveland,OH,44114,1997,2024,06/01/1998,Monthly & Daily,1,1122,1122,Urban,Hotel,No,No,Interior,14,,,,,,,No,,Upper Midscale,41.502422,-81.689024
9,,,,Symphony Hotel and Restaurant,"Cincinnati, OH",Cincinnati CBD/Riverfront,Upper Midscale,Independent,Independent,Existing,Open,,,,,210 W 14th St,Cincinnati,OH,45202,1875,,,,,,,Urban,Bed and Breakfast,No,No,Interior,3,4,0.444444444,03/03/2014,21037C0007E,39061C,0007E,No,100-year and 500-year Floodplain,Upper Midscale,39.110203,-84.51921
93,Hampton by Hilton,0,Hilton Worldwide,Hampton Inn and Suites by Hilton Port Clinton Catawba Island,Ohio Area,Sandusky/Port Clinton,Upper Midscale,Upper Midscale,Franchise,Existing,Open,,,,,57 NE Catawba Rd,Port Clinton,OH,43452,2025,,07/17/2025,Monthly & Daily,1,936,936,Small Metro/Town,Hotel,No,No,Interior,5,,,,,,,No,,Upper Midscale,41.511995,-82.937692
115,La Quinta Inns & Suites,0,Wyndham Hotels & Resorts,La Quinta Inn & Suites by Wyndham Cleveland - Airport North,"Cleveland, OH",Cleveland Airport/Westlake,Upper Midscale,Upper Midscale,Franchise,Existing,Open,,,,,4222 W 150th St,Cleveland,OH,44135,1991,2017,03/01/1992,Monthly,1,100,100,Airport,Hotel,No,No,Interior,4,121,1.052173913,12/03/2010,39035C0158E,39035C,0158E,No,100-year and 500-year Floodplain,Upper Midscale,41.437645,-81.801364
96,Holiday Inn Express,0,IHG Hotels & Resorts,Holiday Inn Express & Suites Columbus - New Albany,Columbus,Columbus North,Upper Midscale,Upper Midscale,Franchise,Existing,Open,,,,,1955 Beech Rd,New Albany,OH,43054,2025,,09/05/2025,Monthly,0,0,0,Suburban,Hotel,No,No,Interior,4,109,1.135416667,07/31/2024,39089C0259J,39049C,0259J,No,100-year and 500-year Floodplain,Upper Midscale,40.053289,-82.755315
72,TownePlace Suites,Extended Stay,Marriott International,TownePlace Suites by Marriott Dayton Beavercreek,"Dayton/Springfield, OH",Dayton North/Fairborn,Upper Midscale,Upper Midscale,Franchise,Existing,Open,,,,,2677 Fairfield Commons Blvd,Beavercreek,OH,45431-5713,2025,,09/16/2025,Monthly,,,,Suburban,Hotel,No,Yes,Interior,4,84,1.166666667,03/17/2011,39057C0015D,39057C,0015D,No,100-year and 500-year Floodplain,Upper Midscale,39.709226,-84.063269
65,TownePlace Suites,Extended Stay,Marriott International,TownePlace Suites Cincinnati Oakley,"Cincinnati, OH",Cincinnati Northwest,Upper Midscale,Upper Midscale,Franchise,Existing,Open,,,,,4609 Factory Colony Ln,Cincinnati,OH,45209,2024,,11/12/2024,Monthly,,,,Suburban,Hotel,No,Yes,Interior,5,,,,,,,No,,Upper Midscale,39.158776,-84.43061
101,La Quinta Inns & Suites,0,Wyndham Hotels & Resorts,La Quinta Inn by Wyndham Columbus Dublin,"Columbus, OH",Dublin/I-270 West,Upper Midscale,Upper Midscale,Franchise,Existing,Open,,,,,6145 Park Center Cir,Dublin,OH,43017,1993,2021,08/01/1993,Monthly,1,550,550,Suburban,Hotel,No,No,Interior,4,99,0.98019802,06/18/2010,39097C0100D,39049C,0100D,No,100-year and 500-year Floodplain,Upper Midscale,40.099601,-83.113556
70,Comfort Inn,0,"Choice Hotels International, Inc.",Comfort Inn Piketon,Ohio Area,Ohio South Area,Upper Midscale,Upper Midscale,Franchise,Existing,Open,,,,,7525 US 23,Piketon,OH,45661,1993,,02/01/1993,Monthly,1,1000,1000,Small Metro/Town,Hotel,No,No,Interior,2,67,0.957142857,11/04/2010,39131C0209C,39131C,0209C,No,500-year Floodplain,Upper Midscale,39.065523,-83.014906
72,Comfort Inn,0,"Choice Hotels International, Inc.",Comfort Inn & Suites Cincinnati Eastgate,"Cincinnati, OH",Cincinnati Northeast,Upper Midscale,Upper Midscale,Franchise,Existing,Open,,,,,4421 Aicholtz Rd,Cincinnati,OH,45245,1999,2019,11/01/2000,Monthly,1,1312,1312,Suburban,Hotel,No,No,Interior,3,66,0.916666667,08/08/8888,21037C0075E,39025C,0075E,No,100-year and 500-year Floodplain,Upper Midscale,39.095485,-84.28096
83,Country Inn & Suites by Choice,0,"Choice Hotels International, Inc.","Country Inn & Suites By Radisson, Columbus Airport, OH",Columbus,Columbus Airport Area,Upper Midscale,Upper Midscale,Franchise,Existing,Open,,,,,2900 Airport Dr,Columbus,OH,43219-2239,2001,2017,01/01/2001,Monthly,1,260,260,Airport,Hotel,No,No,Interior,3,82,0.987951807,06/17/2008,39049C0193K,39049C,0193K,No,100-year and 500-year Floodplain,Upper Midscale,40.000215,-82.93155
70,Fairfield Inn,0,Marriott International,Fairfield Inn & Suites Washington Court House Jeffersonville,Ohio Area,Ohio South Area,Upper Midscale,Upper Midscale,Franchise,Existing,Open,,,,,11349 Allen Rd,Jeffersonville,OH,43128,2013,,11/01/2013,Monthly,1,500,500,Interstate,Hotel,No,No,Interior,3,84,1.2,,,,,No,,Upper Midscale,39.617148,-83.609607
72,Holiday Inn Express,0,IHG Hotels & Resorts,Holiday Inn Express & Suites Marysville,Columbus,Columbus Rural Areas,Upper Midscale,Upper Midscale,Franchise,Existing,Open,,,,,411 Allenby Dr,Marysville,OH,43040,1997,2013,07/01/2002,Monthly,1,480,480,Small Metro/Town,Hotel,No,No,Interior,3,76,1.055555556,09/21/2023,39159C0352E,39159C,0352E,No,100-year and 500-year Floodplain,Upper Midscale,40.24396,-83.340961
90,Hampton by Hilton,0,Hilton Worldwide,Hampton Inn Akron-South,Ohio Area,Akron,Upper Midscale,Upper Midscale,Franchise,Existing,Open,,,,,880 Arlington Rdg E,Akron,OH,44312,2002,2014,11/01/2002,Monthly & Daily,,0,0,Interstate,Hotel,No,No,Interior,3,117,1.3,08/18/2009,39133C0325D,39153C,0325D,No,100-year and 500-year Floodplain,Upper Midscale,40.983031,-81.491633
91,Holiday Inn Express,0,IHG Hotels & Resorts,Holiday Inn Express & Suites Akron Regional Airport Area,Ohio Area,Akron,Upper Midscale,Upper Midscale,Franchise,Existing,Open,,,,,898 Arlington Rdg E,Akron,OH,44312,2009,2020,04/27/2009,Monthly,3,2148,2148,Interstate,Hotel,No,No,Interior,3,87,0.956043956,08/18/2009,39133C0325D,39153C,0325D,No,100-year and 500-year Floodplain,Upper Midscale,41.083064,-81.518485
101,Comfort Inn,0,"Choice Hotels International, Inc.",Comfort Inn & Suites Piqua-Near Troy-I75,"Dayton/Springfield, OH",Springfield and Surrounding,Upper Midscale,Upper Midscale,Franchise,Existing,Open,,,,,987 E Ash St,Piqua,OH,45356,1988,2005,10/30/1988,Monthly,2,3360,2400,Interstate,Hotel,No,No,Interior,4,253,2.504950495,06/05/2020,39109C0063F,39109C,0063F,No,100-year and 500-year Floodplain,Upper Midscale,40.150894,-84.217798
224,Trademark Collection by Wyndham,0,Wyndham Hotels & Resorts,The Bertram Inn & Conf Ctr Trademark Collection,Ohio Area,Akron,Upper Midscale,Upper Midscale,Franchise,Existing,Open,,,,,600 N Aurora Rd,Aurora,OH,44202,2000,2012,06/01/2000,Monthly,26,24000,3472,Suburban,Hotel,No,No,Interior,3,587,2.620535714,,,,,No,,Upper Midscale,41.33951,-81.367168
108,Home2 Suites by Hilton,Extended Stay,Hilton Worldwide,Home2 Suites by Hilton Dayton South,"Dayton/Springfield, OH",Dayton South,Upper Midscale,Upper Midscale,Franchise,Existing,Open,,,,,200 Austin West Blvd,Miamisburg,OH,45342-7518,2019,,10/11/2019,Monthly & Daily,,,,Suburban,Hotel,No,Yes,Interior,4,121,1.12037037,04/23/2025,39165C0030F,39113C,0030F,No,100-year and 500-year Floodplain,Upper Midscale,39.598005,-84.242967
77,Holiday Inn Express,0,IHG Hotels & Resorts,Holiday Inn Express & Suites Ashtabula-Geneva,"Cleveland, OH",Cleveland Surrounding Areas,Upper Midscale,Upper Midscale,Franchise,Existing,Open,,,,,1831 Austinburg Rd,Austinburg,OH,44010,1999,2010,07/09/1999,Monthly,1,650,650,Interstate,Hotel,No,No,Interior,3,80,1.038961039,12/18/2007,39007C0165D,39007C,0165D,No,100-year and 500-year Floodplain,Upper Midscale,41.790632,-80.853984
112,Hampton by Hilton,0,Hilton Worldwide,Hampton Inn & Suites Cincinnati-Mason,"Cincinnati, OH",Cincinnati Northeast,Upper Midscale,Upper Midscale,Franchise,Existing,Open,,,,,5232 Bardes Rd,Mason,OH,45040-8276,2016,,06/30/2016,Monthly & Daily,1,816,816,Suburban,Hotel,No,No,Interior,4,127,1.133928571,04/23/2025,39165C0212F,39165C,0212F,No,100-year and 500-year Floodplain,Upper Midscale,39.29707,-84.318293
90,Hampton by Hilton,0,Hilton Worldwide,Hampton by Hilton Inn Cincinnati-Kings Island,"Cincinnati, OH",Cincinnati Northeast,Upper Midscale,Upper Midscale,Franchise,Existing,Open,,,,,5323 Beach Blvd,Mason,OH,45040,1995,2015,06/01/1995,Monthly & Daily,,,,Suburban,Hotel,No,No,Interior,3,94,1.044444444,04/23/2025,39165C0207F,39165C,0207F,No,100-year and 500-year Floodplain,Upper Midscale,39.360126,-84.267398
66,Hampton by Hilton,0,Hilton Worldwide,Hampton Inn Youngstown North,Ohio Area,Youngstown/Warren,Upper Midscale,Upper Midscale,Franchise,Existing,Open,,,,,4400 Belmont Ave,Youngstown,OH,44505,2001,,08/01/2001,Monthly & Daily,1,624,624,Suburban,Hotel,No,No,Interior,3,75,1.136363636,06/18/2010,39155C0416D,39155C,0416D,No,100-year and 500-year Floodplain,Upper Midscale,41.160688,-80.665622
84,Fairfield Inn,0,Marriott International,Fairfield Inn & Suites Toledo North,Ohio Area,Toledo,Upper Midscale,Upper Midscale,Franchise,Existing,Open,,,,,5685 Benore Rd,Toledo,OH,43612,2006,,12/01/2007,,1,1300,1300,Suburban,Hotel,No,No,Interior,3,94,1.119047619,02/22/2024,39095C0082G,39095C,0082G,No,100-year and 500-year Floodplain,Upper Midscale,41.719752,-83.515173
108,Holiday Inn,0,IHG Hotels & Resorts,Holiday Inn Cleveland - Mayfield,"Cleveland, OH",Willoughby/Beachwood,Upper Midscale,Upper Midscale,Franchise,Existing,Open,,,,,780 Beta Dr,Cleveland,OH,44143-2328,1972,2021,06/01/1972,Monthly,4,3000,1800,Suburban,Hotel,No,No,Interior,4,225,2.083333333,,,,,No,,Upper Midscale,41.584646,-81.470325
83,Holiday Inn Express,0,IHG Hotels & Resorts,Holiday Inn Express & Suites New Philadelphia,Ohio Area,Ohio North Area,Upper Midscale,Upper Midscale,Franchise,Existing,Open,,,,,145 Bluebell Dr SW,New Philadelphia,OH,44663,2010,,09/01/2010,Monthly,1,480,480,Interstate,Hotel,No,No,Interior,4,95,1.144578313,07/22/2010,39157C0255D,39157C,0255D,Yes,100-year Floodplain,Upper Midscale,40.491984,-81.472055
56,Comfort Inn,0,"Choice Hotels International, Inc.",Comfort Inn & Suites Napoleon,Ohio Area,Ohio North Area,Upper Midscale,Upper Midscale,Franchise,Existing,Open,,,,,590 Bonaparte Dr,Napoleon,OH,43545,1998,,09/01/1998,Monthly,1,250,250,Small Metro/Town,Hotel,No,No,Interior,2,,,,,,,No,,Upper Midscale,41.411523,-84.133979
52,Comfort Inn,0,"Choice Hotels International, Inc.",Comfort Inn Dayton Huber Heights,"Dayton/Springfield, OH",Dayton North/Fairborn,Upper Midscale,Upper Midscale,Franchise,Existing,Open,,,,,7907 Brandt Pike,Dayton,OH,45424-2345,1995,2012,02/01/1996,Monthly,1,312,312,Suburban,Hotel,No,No,Interior,2,59,1.134615385,03/17/2011,39057C0005D,39113C,0005D,No,100-year and 500-year Floodplain,Upper Midscale,39.866858,-84.102941
64,Comfort Inn,0,"Choice Hotels International, Inc.",Comfort Inn Richfield OH,Ohio Area,Akron,Upper Midscale,Upper Midscale,Franchise,Existing,Open,,,,,4860 Brecksville Rd,Richfield,OH,44286,2002,,03/01/2003,Monthly,1,875,875,Suburban,Hotel,No,No,Interior,3,70,1.09375,04/19/2016,39153C0019F,39153C,0019F,No,100-year and 500-year Floodplain,Upper Midscale,41.263854,-81.628883
67,Holiday Inn Express,0,IHG Hotels & Resorts,Holiday Inn Express & Suites Cleveland Richfield,Ohio Area,Akron,Upper Midscale,Upper Midscale,Franchise,Existing,Open,,,,,5171 Brecksville Rd,Richfield,OH,44286-9461,2007,,03/01/2007,Monthly,1,700,700,Suburban,Hotel,No,No,Interior,4,,,,,,,No,,Upper Midscale,41.275025,-81.626355
108,La Quinta Inns & Suites,0,Wyndham Hotels & Resorts,La Quinta Inn by Wyndham Columbus Airport Area,Columbus,Columbus Airport Area,Upper Midscale,Upper Midscale,Franchise,Existing,Open,,,,,2447 Brice Rd,Reynoldsburg,OH,43068,1979,2023,05/01/1980,Monthly,1,550,550,Suburban,Hotel,No,No,Interior,2,101,0.935185185,01/06/2012,39045C0025G,39049C,0025G,No,100-year and 500-year Floodplain,Upper Midscale,39.955126,-82.828802
85,Home2 Suites by Hilton,Extended Stay,Hilton Worldwide,Home2 Suites by Hilton Stow Akron,Ohio Area,Akron,Upper Midscale,Upper Midscale,Franchise,Existing,Open,,,,,4097 Bridgewater Pky,Stow,OH,44224,2017,,12/28/2017,Monthly & Daily,1,696,696,Suburban,Hotel,No,Yes,Interior,4,77,0.905882353,04/19/2016,39153C0136F,39153C,0136F,No,100-year and 500-year Floodplain,Upper Midscale,41.179015,-81.48003
95,Holiday Inn Express,0,IHG Hotels & Resorts,Holiday Inn Express & Suites Columbus Airport East,Columbus,Columbus Airport Area,Upper Midscale,Upper Midscale,Franchise,Existing,Open,,,,,6305 E Broad St,Columbus,OH,43213,2001,2017,10/01/2001,Monthly,1,750,750,Airport,Hotel,No,No,Interior,3,93,0.978947368,,,,,No,,Upper Midscale,39.980431,-82.833812
93,Home2 Suites by Hilton,Extended Stay,Hilton Worldwide,Home2 Suites by Hilton Columbus Airport East Broad,Columbus,Columbus Airport Area,Upper Midscale,Upper Midscale,Franchise,Existing,Open,,,,,6315 E Broad St,Columbus,OH,43213,2018,,04/05/2018,Monthly & Daily,1,108,108,Airport,Hotel,No,Yes,Interior,4,72,0.774193548,,,,,No,,Upper Midscale,39.979791,-82.833484
90,Home2 Suites by Hilton,Extended Stay,Hilton Worldwide,Home2 Suites by Hilton Canton,Ohio Area,Ohio North Area,Upper Midscale,Upper Midscale,Franchise,Existing,Open,,,,,5244 Broadmoor Cir NW,Canton,OH,44709-4016,2015,,08/04/2015,Monthly & Daily,1,240,240,Suburban,Hotel,No,Yes,Interior,4,100,1.111111111,09/29/2011,39151C0206E,39151C,0206E,Yes,100-year Floodplain,Upper Midscale,40.855741,-81.414759
89,Hampton by Hilton,0,Hilton Worldwide,Hampton Inn & Suites Canton,Ohio Area,Ohio North Area,Upper Midscale,Upper Midscale,Franchise,Existing,Open,,,,,5256 Broadmoor Cir NW,Canton,OH,44709,2008,2025,05/14/2009,Monthly & Daily,2,1359,1008,Suburban,Hotel,No,No,Interior,5,92,1.033707865,09/29/2011,39151C0206E,39151C,0206E,No,100-year and 500-year Floodplain,Upper Midscale,40.855969,-81.415609
60,Fairfield Inn,0,Marriott International,Fairfield Inn & Suites Canton,Ohio Area,Ohio North Area,Upper Midscale,Upper Midscale,Franchise,Existing,Open,,,,,5285 Broadmoor Cir NW,Canton,OH,44709,1995,2011,04/20/1995,Monthly,,,,Suburban,Hotel,No,No,Interior,3,54,0.9,09/29/2011,39151C0206E,39151C,0206E,No,100-year and 500-year Floodplain,Upper Midscale,40.856325,-81.417429
124,Comfort Inn,0,"Choice Hotels International, Inc.",Comfort Inn Hall Of Fame Canton,Ohio Area,Ohio North Area,Upper Midscale,Upper Midscale,Franchise,Existing,Open,,,,,5345 Broadmoor Cir NW,Canton,OH,44709,1988,2013,04/01/1989,Monthly,3,1789,925,Suburban,Hotel,No,No,Interior,3,128,1.032258065,09/29/2011,39151C0206E,39151C,0206E,No,100-year and 500-year Floodplain,Upper Midscale,40.798546,-81.374951
55,,,,Ariel Broadway Hotel,"Cleveland, OH",Cleveland Surrounding Areas,Upper Midscale,Independent,Independent,Existing,Open,,,,,301 Broadway,Lorain,OH,44052,1926,2020,06/01/1989,,4,5364,2728,Suburban,Hotel,No,No,Interior,4,64,1.163636364,03/09/2021,39093C0108E,39093C,0108E,No,100-year and 500-year Floodplain,Upper Midscale,41.468365,-82.177672
25,,,,Buxton Inn,Columbus,Columbus Rural Areas,Upper Midscale,Independent,Independent,Existing,Open,,,,,313 Broadway E,Granville,OH,43023,1812,,06/01/1812,,3,2100,600,Suburban,Hotel,No,No,Interior,2,,,03/16/2015,39089C0309J,39089C,0309J,No,100-year and 500-year Floodplain,Upper Midscale,40.067351,-82.516261
18,,,,Golden Lamb Inn,"Cincinnati, OH",Cincinnati Northeast,Upper Midscale,Independent,Independent,Existing,Open,,,,,27 S Broadway St,Lebanon,OH,45036,1815,,06/01/1965,,1,840,420,Small Metro/Town,Hotel,No,No,Interior,4,,,,,,,No,,Upper Midscale,39.433807,-84.208586
54,Trademark Collection by Wyndham,0,Wyndham Hotels & Resorts,"The Orbit Hotel, Trademark Collection by Wyndham","Cleveland, OH",Cleveland Airport/Westlake,Upper Midscale,Upper Midscale,Franchise,Existing,Open,,,,,21500 Brookpark Rd,Cleveland,OH,44135,2022,,06/16/2022,Monthly & Daily,1,709,709,Airport,Hotel,No,No,Interior,3,71,1.314814815,,,,,No,,Upper Midscale,41.418755,-81.82456
95,Fairfield Inn,0,Marriott International,Fairfield Inn & Suites Columbus Grove City,Columbus,Columbus Rural Areas,Upper Midscale,Upper Midscale,Franchise,Existing,Open,,,,,1722 Buckeye Pl,Grove City,OH,43123,2018,,09/07/2018,Monthly,1,288,288,Suburban,Hotel,No,No,Interior,4,102,1.073684211,06/17/2008,39049C0318K,39049C,0318K,No,100-year and 500-year Floodplain,Upper Midscale,39.875768,-83.04961
91,Home2 Suites by Hilton,Extended Stay,Hilton Worldwide,Home2 Suites by Hilton Grove City Columbus,Columbus,Columbus Rural Areas,Upper Midscale,Upper Midscale,Franchise,Existing,Open,,,,,1750 Buckeye Pl,Grove City,OH,43123,2020,,09/05/2020,Monthly & Daily,,,,Suburban,Hotel,No,Yes,Interior,4,74,0.813186813,07/22/2010,39129C0050J,39049C,0050J,No,100-year and 500-year Floodplain,Upper Midscale,39.875586,-83.04872
