Market,Submarket,Tier,Chain Class,Chain Scale,Brand,Company,Property,Rooms,Lat,Lng
"Dayton, OH",Tipp City/Troy,Mid Tier,Upper Midscale,Upper Midscale,Comfort Suites,"Choice Hotels International, Inc.",Comfort Suites Troy-I75,65,40.0578,-84.2347
"Ohio State Area, OH",Ohio South,Lower Tier,Economy,Economy,Microtel Inn & Suites by Wyndham,Wyndham Hotels & Resorts,Microtel Inn & Suites by Wyndham Marietta,78,39.4087,-81.4287
"Cleveland, OH",Cleveland Heights,Mid Tier,Upper Midscale,Upper Midscale,Hampton by Hilton,Hilton Worldwide,Hampton Inn & Suites Cleveland-Mentor,90,41.7163,-81.2961
"Cincinnati, OH",Downtown Cincinnati,Upper Tier,Upscale,Upscale,SpringHill Suites,Marriott International,SpringHill Suites by Marriott Cincinnati Midtown,122,39.118,-84.4986
"Dayton, OH",Tipp City/Troy,Mid Tier,Upper Midscale,Upper Midscale,Holiday Inn Express,IHG Hotels & Resorts,Holiday Inn Express & Suites Dayton North - Tipp City by IHG,77,39.96,-84.1912
"Akron, OH",Akron,Mid Tier,Upper Midscale,Upper Midscale,Holiday Inn Express,IHG Hotels & Resorts,Holiday Inn Express & Suites Akron Regional Airport Area by IHG,91,40.983,-81.4899
"Cincinnati, OH",CVG Airport,Upper Tier,Upscale,Upscale,Homewood Suites by Hilton,Hilton Worldwide,Homewood Suites by Hilton Cincinnati Airport South-Florence,96,39.0126,-84.6544
"Toledo, OH",Toledo East,Mid Tier,Midscale,Midscale,Candlewood Suites,IHG Hotels & Resorts,Candlewood Suites Perrysburg by IHG,83,41.546,-83.6014
"Columbus, OH",Worthington/Westerville,Upper Tier,Upscale,Upscale,Cambria Hotels,"Choice Hotels International, Inc.",Cambria Hotel Columbus - Polaris,125,40.1507,-82.9741
"Cleveland, OH",Cleveland Heights,Upper Tier,Upscale,Upscale,Hilton Garden Inn,Hilton Worldwide,Hilton Garden Inn Cleveland East/Mayfield Village,128,41.5434,-81.4473
"Cincinnati, OH",CVG Airport,Lower Tier,Economy,Economy,Motel 6,G6 Hospitality LLC,"Motel 6 Florence, KY - Cincinnati Airport",48,39.0029,-84.6445
"Cincinnati, OH",CVG Airport,Lower Tier,Economy,Economy,Extended Stay America Select Suites,Extended Stay America,Extended Stay America Select Suites,121,39.0105,-84.6329
"Akron, OH",Akron,Lower Tier,Economy,Economy,Extended Stay America Select Suites,Extended Stay America,Extended Stay America Select Suites,121,40.9815,-81.488
"Cincinnati, OH",Cincinnati North,Mid Tier,Upper Midscale,Independent,Independent,Independent,Forestpark Suites,84,39.3029,-84.5257
"Cincinnati, OH",Cincinnati North,Lower Tier,Economy,Economy,WoodSpring Suites,"Choice Hotels International, Inc.",WoodSpring Suites Cincinnati Fairfield,119,39.3187,-84.4937
"Cleveland, OH",Cleveland Heights,Lower Tier,Economy,Economy,Extended Stay America Select Suites,Extended Stay America,Extended Stay America Select Suites,117,41.7175,-81.2955
"Cincinnati, OH",CVG Airport,Upper Tier,Upscale,Upscale,SpringHill Suites,Marriott International,SpringHill Suites by Marriott Cincinnati Airport South,101,39.0198,-84.6367
"Ohio State Area, OH",Lima,Upper Tier,Upscale,Upscale,Courtyard,Marriott International,Courtyard by Marriott Lima,99,40.728,-84.0717
"Cincinnati, OH",Cincinnati North,Upper Tier,Upscale,Upscale,Residence Inn,Marriott International,Residence Inn by Marriott Cincinnati North/West Chester,100,39.3272,-84.4263
"Columbus, OH",Columbus South,Lower Tier,Economy,Economy,WoodSpring Suites,"Choice Hotels International, Inc.",WoodSpring Suites Columbus Southeast,121,39.8895,-82.881
"Toledo, OH",Toledo East,Mid Tier,Upper Midscale,Upper Midscale,Country Inn & Suites by Choice,"Choice Hotels International, Inc.","Country Inn & Suites by Radisson, Rossford - Toledo South",79,41.5662,-83.583
"Cincinnati, OH",Franklin,Mid Tier,Upper Midscale,Upper Midscale,Holiday Inn Express,IHG Hotels & Resorts,Holiday Inn Express & Suites Dayton South Franklin by IHG,83,39.5653,-84.2741
"Dayton, OH",Dayton Northeast/Fairborn,Upper Tier,Upscale,Upscale,Hilton Garden Inn,Hilton Worldwide,Hilton Garden Inn Dayton Beavercreek,145,39.7729,-84.0612
"Ohio State Area, OH",Ohio North,Mid Tier,Upper Midscale,Independent,Independent,Independent,The Inn at Ohio Northern University,73,40.765,-83.8271
"Akron, OH",Akron,Upper Tier,Upscale,Upscale,Staybridge Suites,IHG Hotels & Resorts,Staybridge Suites Akron-Stow-Cuyahoga Falls by IHG,92,41.183,-81.48
"Toledo, OH",Toledo East,Upper Tier,Upscale,Upscale,Hilton Garden Inn,Hilton Worldwide,Hilton Garden Inn Toledo Perrysburg,184,41.528,-83.6449
"Ohio State Area, OH",Ohio North,Upper Tier,Upper Upscale,Independent,Independent,Independent,Kelleys Island Venture Resort,30,41.5966,-82.7247
"Dayton, OH",Downtown/DAY Airport,Mid Tier,Upper Midscale,Upper Midscale,TownePlace Suites,Marriott International,TownePlace Suites by Marriott Dayton North,85,39.8511,-84.194
"Ohio State Area, OH",Findlay,Upper Tier,Upscale,Upscale,Drury Inn & Suites,Drury Inns,Drury Inn & Suites Findlay,152,41.0599,-83.6666
"Toledo, OH",Toledo West,Upper Tier,Upscale,Upscale,Staybridge Suites,IHG Hotels & Resorts,Staybridge Suites Toledo - Maumee by IHG,122,41.5497,-83.7057
"Ohio State Area, OH",Ohio North,Lower Tier,Economy,Economy,Microtel Inn & Suites by Wyndham,Wyndham Hotels & Resorts,Microtel Inn & Suites by Wyndham Delphos,56,40.8458,-84.3151
"Toledo, OH",Toledo West,Upper Tier,Upscale,Upscale,Residence Inn,Marriott International,Residence Inn by Marriott Toledo Maumee,108,41.5779,-83.6849
"Cincinnati, OH",Cincinnati North,Upper Tier,Upscale,Upscale,Hilton Garden Inn,Hilton Worldwide,Hilton Garden Inn Cincinnati Blue Ash,122,39.27,-84.3699
"Columbus, OH",Worthington/Westerville,Upper Tier,Upper Upscale,Upper Upscale,Hilton,Hilton Worldwide,Hilton Columbus/Polaris,252,40.1434,-82.9753
"Cincinnati, OH",Cincinnati North,Lower Tier,Economy,Economy,Extended Stay America Select Suites,Extended Stay America,Extended Stay America Select Suites,120,39.291,-84.392
"Cleveland, OH",Cleveland Southeast,Upper Tier,Upscale,Upscale,Homewood Suites by Hilton,Hilton Worldwide,Homewood Suites by Hilton Cleveland-Beachwood,125,41.4681,-81.4936
"Toledo, OH",Toledo East,Mid Tier,Upper Midscale,Upper Midscale,Hampton by Hilton,Hilton Worldwide,Hampton Inn & Suites Toledo-Perrysburg,98,41.5656,-83.5817
"Columbus, OH",Columbus West,Lower Tier,Economy,Economy,WoodSpring Suites,"Choice Hotels International, Inc.",WoodSpring Suites Columbus West - Hilliard,121,40.0012,-83.1155
"Columbus, OH",Worthington/Westerville,Mid Tier,Upper Midscale,Upper Midscale,Hampton by Hilton,Hilton Worldwide,Hampton Inn & Suites Columbus Polaris,118,40.139,-82.968
"Akron, OH",Akron,Upper Tier,Upscale,Upscale,Cambria Hotels,"Choice Hotels International, Inc.",Cambria Hotel Akron - Canton Airport,108,40.9608,-81.4632
"Columbus, OH",Downtown Columbus,Upper Tier,Upscale,Upscale,Residence Inn,Marriott International,Residence Inn by Marriott Columbus Downtown,126,39.9638,-82.9998
"Cincinnati, OH",Downtown Cincinnati,Mid Tier,Upper Midscale,Upper Midscale,Holiday Inn Express,IHG Hotels & Resorts,"Holiday Inn Express & Suites Cincinnati SE Newport, an IHG Hotel",73,39.1,-84.4844
"Cincinnati, OH",Cincinnati North,Mid Tier,Upper Midscale,Upper Midscale,Holiday Inn Express,IHG Hotels & Resorts,Holiday Inn Express & Suites Cincinnati - Mason by IHG,106,39.3017,-84.317
"Cincinnati, OH",Franklin,Upper Tier,Upscale,Upscale,Drury Inn & Suites,Drury Inns,Drury Inn & Suites Middletown Franklin,121,39.4935,-84.3279
"Toledo, OH",Toledo West,Mid Tier,Upper Midscale,Upper Midscale,Holiday Inn,IHG Hotels & Resorts,Holiday Inn Toledo-Maumee (I-80/90) by IHG,106,41.5891,-83.6667
"Columbus, OH",CMH Airport,Mid Tier,Upper Midscale,Upper Midscale,Hampton by Hilton,Hilton Worldwide,Hampton Inn & Suites Columbus-Easton Area,145,40.0589,-82.9093
"Ohio State Area, OH",Ohio South,Mid Tier,Upper Midscale,Upper Midscale,Holiday Inn Express,IHG Hotels & Resorts,Holiday Inn Express & Suites Athens by IHG,80,39.3364,-82.0791
"Dayton, OH",Downtown/DAY Airport,Mid Tier,Upper Midscale,Upper Midscale,Hampton by Hilton,Hilton Worldwide,Hampton Inn & Suites Dayton-Airport,83,39.8574,-84.2874
"Ohio State Area, OH",Lima,Mid Tier,Upper Midscale,Upper Midscale,Country Inn & Suites by Choice,"Choice Hotels International, Inc.","Country Inn & Suites by Radisson, Lima",72,40.7288,-84.0797
"Cincinnati, OH",Cincinnati North,Upper Tier,Upscale,Upscale,Courtyard,Marriott International,Courtyard by Marriott Cincinnati North at Union Centre,126,39.3277,-84.426
"Ohio State Area, OH",Ohio South,Mid Tier,Upper Midscale,Upper Midscale,Hampton by Hilton,Hilton Worldwide,Hampton Inn & Suites Wilmington,91,39.4536,-83.7983
"Dayton, OH",Dayton Northeast/Fairborn,Mid Tier,Upper Midscale,Upper Midscale,Comfort Suites,"Choice Hotels International, Inc.",Comfort Suites Dayton-Wright Patterson,65,39.7847,-84.1182
"Ohio State Area, OH",Mansfield/Ashland,Mid Tier,Upper Midscale,Upper Midscale,Hampton by Hilton,Hilton Worldwide,Hampton Inn & Suites Mansfield-South @ I-71,75,40.6985,-82.5118
"Akron, OH",Akron West,Mid Tier,Upper Midscale,Upper Midscale,Holiday Inn Express,IHG Hotels & Resorts,Holiday Inn Express & Suites Cleveland-Richfield by IHG,67,41.275,-81.6264
"Cleveland, OH",Cleveland Southeast,Upper Tier,Upscale,Upscale,Staybridge Suites,IHG Hotels & Resorts,Staybridge Suites Cleveland Mayfield Heights Beachwd by IHG,123,41.504,-81.4594
"Columbus, OH",Downtown Columbus,Upper Tier,Upscale,Upscale,Hilton Garden Inn,Hilton Worldwide,Hilton Garden Inn Columbus-University Area,158,40.0266,-83.0251
"Ohio State Area, OH",Ohio South,Mid Tier,Upper Midscale,Upper Midscale,Hampton by Hilton,Hilton Worldwide,Hampton Inn Athens,86,39.3377,-82.0588
"Dayton, OH",Dayton South/Miamisburg,Upper Tier,Upscale,Upscale,SpringHill Suites,Marriott International,SpringHill Suites by Marriott Dayton South/Miamisburg,84,39.6459,-84.2253
"Dayton, OH",Downtown/DAY Airport,Upper Tier,Upscale,Upscale,Courtyard,Marriott International,Courtyard by Marriott Dayton-University of Dayton,101,39.7324,-84.2025
"Cincinnati, OH",CVG Airport,Mid Tier,Upper Midscale,Upper Midscale,Holiday Inn Express,IHG Hotels & Resorts,Holiday Inn Express & Suites Hebron - Cincinnati Airport,70,39.0772,-84.6609
"Cincinnati, OH",Cincinnati North,Upper Tier,Upper Upscale,Upper Upscale,Great Wolf Lodge,"Great Wolf Resorts Holdings, Inc.",Great Wolf Lodge | Mason,401,39.3508,-84.265
"Ohio State Area, OH",Ohio North,Mid Tier,Upper Midscale,Upper Midscale,Hampton by Hilton,Hilton Worldwide,Hampton Inn & Suites Fremont,82,41.3967,-83.1106
"Akron, OH",Canton,Upper Tier,Upscale,Upscale,Hilton Garden Inn,Hilton Worldwide,Hilton Garden Inn Akron-Canton Airport,121,40.911,-81.4286
"Columbus, OH",Columbus South,Upper Tier,Upscale,Upscale,Drury Inn & Suites,Drury Inns,Drury Inn & Suites Columbus Grove City,180,39.8775,-83.0472
"Columbus, OH",Worthington/Westerville,Mid Tier,Midscale,Midscale,Candlewood Suites,IHG Hotels & Resorts,Candlewood Suites Columbus North - Polaris by IHG,122,40.1393,-82.975
"Ohio State Area, OH",I70 Corridor,Mid Tier,Upper Midscale,Upper Midscale,Hampton by Hilton,Hilton Worldwide,Hampton Inn Cambridge,87,40.0013,-81.5807
"Cincinnati, OH",Cincinnati North,Upper Tier,Upscale,Upscale,Drury Inn & Suites,Drury Inns,Drury Inn & Suites Cincinnati Sharonville,180,39.2677,-84.4388
"Columbus, OH",CMH Airport,Mid Tier,Midscale,Midscale,Best Western,Best Western Hotels & Resorts,Best Western Port Columbus,87,40.0006,-82.928
"Toledo, OH",Toledo East,Mid Tier,Upper Midscale,Upper Midscale,Comfort Suites,"Choice Hotels International, Inc.",Comfort Suites Perrysburg - Toledo South,53,41.551,-83.5985
"Cincinnati, OH",Cincinnati East,Mid Tier,Upper Midscale,Upper Midscale,Comfort Suites,"Choice Hotels International, Inc.",Comfort Inn & Suites Northern Kentucky,74,39.0174,-84.4834
"Dayton, OH",Dayton Northeast/Fairborn,Mid Tier,Upper Midscale,Upper Midscale,Country Inn & Suites by Choice,"Choice Hotels International, Inc.","Country Inn & Suites by Radisson, Fairborn South, OH",69,39.7735,-84.0786
"Dayton, OH",Downtown/DAY Airport,Mid Tier,Upper Midscale,Upper Midscale,Hampton by Hilton,Hilton Worldwide,Hampton Inn & Suites Dayton-Vandalia,79,39.8497,-84.1928
"Dayton, OH",Dayton Northeast/Fairborn,Lower Tier,Economy,Independent,Independent,Independent,Birch Hill Suites Dayton-WP AFB,102,39.7738,-84.0748
"Cincinnati, OH",CVG Airport,Mid Tier,Upper Midscale,Upper Midscale,La Quinta Inns & Suites,Wyndham Hotels & Resorts,La Quinta Inn & Suites by Wyndham Cincinnati Airpt Florence,74,39.0119,-84.6352
"Akron, OH",Akron,Upper Tier,Upscale,Upscale,Courtyard,Marriott International,Courtyard by Marriott Akron Stow,101,41.1776,-81.4801
"Akron, OH",Twinsburg/Streetsboro,Mid Tier,Upper Midscale,Upper Midscale,Comfort Suites,"Choice Hotels International, Inc.",Comfort Suites Twinsburg,70,41.3062,-81.4376
"Ohio State Area, OH",Findlay,Mid Tier,Upper Midscale,Upper Midscale,Comfort Suites,"Choice Hotels International, Inc.",Comfort Suites Findlay I-75 near Sports Complex,61,41.0858,-83.6573
"Cleveland, OH",Cleveland Southeast,Upper Tier,Upper Upscale,Upper Upscale,Marriott,Marriott International,Cleveland Marriott East,298,41.4488,-81.4941
"Cincinnati, OH",Cincinnati East,Upper Tier,Upscale,Upscale,Homewood Suites by Hilton,Hilton Worldwide,Homewood Suites by Hilton Cincinnati-Milford,76,39.1588,-84.2727
"Youngstown, OH",,Mid Tier,Midscale,Midscale,Best Western,Best Western Hotels & Resorts,Best Western Penn-Ohio Inn & Suites,63,41.1784,-80.571
"Ohio State Area, OH",Ohio North,Upper Tier,Upper Upscale,Independent,Independent,Independent,Put-in-Bay Resort Hotel,81,41.6505,-82.8179
"Akron, OH",Akron,Mid Tier,Upper Midscale,Upper Midscale,Holiday Inn Express,IHG Hotels & Resorts,Holiday Inn Express & Suites Kent - University Area by IHG,74,41.1115,-81.3496
"Akron, OH",Akron,Mid Tier,Upper Midscale,Upper Midscale,Hampton by Hilton,Hilton Worldwide,Hampton Inn Stow,84,41.1832,-81.4745
"Sandusky, OH",,Upper Tier,Upscale,Independent,Independent,Independent,"Kalahari Resorts Indoor Waterpark - Sandusky, OH",900,41.3822,-82.6433
"Youngstown, OH",,Mid Tier,Midscale,Midscale,Wingate by Wyndham,Wyndham Hotels & Resorts,Wingate by Wyndham Youngstown,65,41.1204,-80.7702
"Cincinnati, OH",Cincinnati North,Mid Tier,Upper Midscale,Upper Midscale,Hampton by Hilton,Hilton Worldwide,Hampton Inn & Suites Cincinnati-Union Centre,100,39.3211,-84.4273
"Sandusky, OH",,Mid Tier,Upper Midscale,Upper Midscale,Best Western Plus,Best Western Hotels & Resorts,Best Western Plus Sandusky Hotel & Suites,89,41.3968,-82.6534
"Columbus, OH",Worthington/Westerville,Upper Tier,Upscale,Upscale,Hilton Garden Inn,Hilton Worldwide,Hilton Garden Inn Columbus/Polaris,118,40.1394,-82.9762
"Youngstown, OH",,Mid Tier,Upper Midscale,Upper Midscale,Hampton by Hilton,Hilton Worldwide,Hampton Inn & Suites Youngstown-Canfield,77,41.0222,-80.7352
"Dayton, OH",Downtown/DAY Airport,Upper Tier,Upscale,Upscale,Drury Inn & Suites,Drury Inns,Drury Inn & Suites Dayton North,180,39.8434,-84.1914
"Cleveland, OH",Cleveland Heights,Mid Tier,Upper Midscale,Upper Midscale,Comfort Inn,"Choice Hotels International, Inc.",Comfort Inn Painesville - Concord,55,41.6646,-81.2445
"Ohio State Area, OH",Ohio North,Mid Tier,Upper Midscale,Upper Midscale,Holiday Inn Express,IHG Hotels & Resorts,Holiday Inn Express & Suites,52,41.415,-84.0966
"Ohio State Area, OH",Findlay,Mid Tier,Upper Midscale,Upper Midscale,Country Inn & Suites by Choice,"Choice Hotels International, Inc.","Country Inn & Suites by Radisson, Findlay, OH",73,41.0631,-83.6685
"Columbus, OH",Newark,Mid Tier,Upper Midscale,Upper Midscale,Hampton by Hilton,Hilton Worldwide,Hampton Inn Heath-Newark,76,40.0249,-82.4461
"Columbus, OH",Columbus South,Mid Tier,Midscale,Midscale,Magnuson,Magnuson Companies LLC,Kozy Inn Columbus,36,39.8816,-82.9996
"Ohio State Area, OH",Ohio North,Mid Tier,Midscale,Midscale,Hawthorn Suites by Wyndham,Wyndham Hotels & Resorts,Hawthorn Extended Stay by Wyndham Seville,60,41.0346,-81.8698
"Ohio State Area, OH",Ohio North,Mid Tier,Upper Midscale,Upper Midscale,Holiday Inn Express,IHG Hotels & Resorts,Holiday Inn Express & Suites Bryan-Montpelier by IHG,69,41.6068,-84.5564
"Cleveland, OH",Cleveland Southeast,Mid Tier,Upper Midscale,Upper Midscale,Hampton by Hilton,Hilton Worldwide,Hampton Inn & Suites Cleveland-Beachwood,139,41.4566,-81.4895
"Cincinnati, OH",Cincinnati East,Lower Tier,Economy,Economy,Days Inn,Wyndham Hotels & Resorts,Days Inn by Wyndham Batavia Ohio,55,39.0837,-84.1545
"Ohio State Area, OH",Ohio North,Upper Tier,Upscale,Upscale,Hilton Garden Inn,Hilton Worldwide,Hilton Garden Inn Wooster,92,40.7751,-81.9283
"Ohio State Area, OH",Ohio North,Upper Tier,Upscale,Independent,Independent,Independent,Bayshore Resort,60,41.6503,-82.8144
"Ohio State Area, OH",Ohio North,Upper Tier,Upper Upscale,Independent,Independent,Independent,Geneva State Park Lodge,109,41.8564,-80.9633
"Ohio State Area, OH",Ohio North,Mid Tier,Upper Midscale,Upper Midscale,Holiday Inn Express,IHG Hotels & Resorts,"Holiday Inn Express & Suites Bowling Green, an IHG Hotel",73,41.3736,-83.6079
"Cleveland, OH",Cleveland Southeast,Upper Tier,Upscale,Upscale,SpringHill Suites,Marriott International,SpringHill Suites by Marriott Cleveland Solon,120,41.3957,-81.4665
"Ohio State Area, OH",Ohio South,Mid Tier,Upper Midscale,Upper Midscale,Holiday Inn Express,IHG Hotels & Resorts,Holiday Inn Express & Suites Circleville by IHG,66,39.5827,-82.9547
"Toledo, OH",Toledo East,Mid Tier,Upper Midscale,Upper Midscale,Holiday Inn Express,IHG Hotels & Resorts,Holiday Inn Express Toledo-Oregon by IHG,85,41.6355,-83.4734
"Ohio State Area, OH",Ohio North,Upper Tier,Upper Upscale,Independent,Independent,Independent,Carlisle Inn Sugarcreek,69,40.509,-81.6071
"Youngstown, OH",,Mid Tier,Upper Midscale,Upper Midscale,Holiday Inn Express,IHG Hotels & Resorts,Holiday Inn Express & Suites Youngstown (N. Lima/Boardman) by IHG,62,40.9716,-80.6587
"Ohio State Area, OH",Mansfield/Ashland,Mid Tier,Midscale,Midscale,Wingate by Wyndham,Wyndham Hotels & Resorts,Wingate by Wyndham Mansfield OH,64,40.7869,-82.5882
"Ohio State Area, OH",Ohio North,Mid Tier,Upper Midscale,Upper Midscale,Holiday Inn Express,IHG Hotels & Resorts,Holiday Inn Express Lordstown-Newton Falls/Warren by IHG,64,41.2119,-80.951
"Ohio State Area, OH",Ohio South,Mid Tier,Upper Midscale,Upper Midscale,Holiday Inn Express,IHG Hotels & Resorts,Holiday Inn Express Hocking Hills-Logan by IHG,81,39.5406,-82.4473
"Youngstown, OH",,Mid Tier,Upper Midscale,Upper Midscale,Fairfield Inn,Marriott International,Fairfield by Marriott Inn & Suites Youngstown Austintown,75,41.1199,-80.7663
"Toledo, OH",Toledo East,Upper Tier,Upper Upscale,Independent,Independent,Independent,Belamere Suites,35,41.5296,-83.6256
"Columbus, OH",Downtown Columbus,Mid Tier,Upper Midscale,Upper Midscale,Comfort Suites,"Choice Hotels International, Inc.",Comfort Suites Columbus Expo Center,63,39.9991,-82.9857
"Columbus, OH",CMH Airport,Upper Tier,Upscale,Upscale,Courtyard,Marriott International,Courtyard by Marriott Columbus Easton,126,40.0492,-82.9191
"Dayton, OH",Dayton South/Miamisburg,Mid Tier,Upper Midscale,Upper Midscale,Country Inn & Suites by Choice,"Choice Hotels International, Inc.","Country Inn & Suites By Radisson, Dayton South, OH",80,39.6276,-84.201
"Dayton, OH",Dayton South/Miamisburg,Mid Tier,Upper Midscale,Upper Midscale,Holiday Inn Express,IHG Hotels & Resorts,Holiday Inn Express & Suites Dayton-Centerville by IHG,74,39.6588,-84.112
"Ohio State Area, OH",Ohio North,Mid Tier,Midscale,Independent,Independent,Independent,Commodore Perry Inn & Suites,69,41.5169,-82.9451
"Toledo, OH",Toledo West,Mid Tier,Midscale,Midscale,Wingate by Wyndham,Wyndham Hotels & Resorts,Wingate by Wyndham Sylvania/Toledo,74,41.7146,-83.7028
"Cincinnati, OH",Cincinnati North,Mid Tier,Midscale,Midscale,Hawthorn Suites by Wyndham,Wyndham Hotels & Resorts,Hawthorn Extended Stay by Wyndham Cincinnati/Sharonville,72,39.2743,-84.4371
"Ohio State Area, OH",Ohio South,Lower Tier,Economy,Economy,Red Roof Inn,Red Roof Group,"Red Roof Inn Jackson, OH",62,39.0371,-82.6041
